瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),弥家 惑措嚼档(%),乞闭 惑措嚼档(%)
95,枚盔,2019-06-16,20.4,13.5,26.8,,,,6.1,4,1.4,36,70.6
95,枚盔,2019-06-17,21.3,16.9,26.6,,,,6.9,3.4,1.5,44,71.9
95,枚盔,2019-06-18,17.5,16.2,18.9,3.3,13.1,19.8,5.1,2.7,.7,82,98.3
95,枚盔,2019-06-19,20,17.8,23.5,1.7,3.1,3.9,5.1,2.6,1.2,79,95.1
95,枚盔,2019-06-20,22.2,18.1,27.1,,,,6.3,3.2,1.2,57,81.3
95,枚盔,2019-06-21,20.8,16.6,26.6,0,0,0,9.4,5.8,2.1,60,84.3
95,枚盔,2019-06-22,21.1,13.3,28.6,,,,9.6,4.5,2,36,67.3
95,枚盔,2019-06-23,21.9,13.8,29.3,,,,6.1,4,1.4,37,67.9
95,枚盔,2019-06-24,23.9,18,29.5,,,,5.3,3.1,1.2,46,68.8
95,枚盔,2019-06-25,23.5,16.2,30.6,,,,7.1,3.6,1,43,72.4
95,枚盔,2019-06-26,23,16.4,28.1,,,,4,2.2,.7,41,80.4
95,枚盔,2019-06-27,25.5,20.1,32.1,,,,5.7,3,1.2,47,77.4
95,枚盔,2019-06-28,23.9,19.4,28.8,.4,.5,.6,4.6,3,1.1,67,87.3
95,枚盔,2019-06-29,21.4,18.4,27.1,.1,.3,.8,4.9,2.6,1,61,91.1
95,枚盔,2019-06-30,23,17.7,28.9,,,,8.7,4.3,1.6,56,82.8
95,枚盔,2019-07-01,23.6,19.3,29,,,,8,3.8,1.7,43,70.1
95,枚盔,2019-07-02,23.2,19,29.3,,,,5.8,3,1.3,41,71.6
95,枚盔,2019-07-03,23,16.1,29.8,,,,5.3,3.1,1,44,77.3
95,枚盔,2019-07-04,24,16.3,31.9,,,,6,3.3,1.1,39,67.8
95,枚盔,2019-07-05,25,16.1,34.5,.1,.1,.1,7,3.2,1.1,27,66.1
95,枚盔,2019-07-06,26.1,20.7,33.6,,,,11.5,6.4,2.6,36,70.4
95,枚盔,2019-07-07,23.3,18.7,29.3,,,,10.3,5.6,3,40,65.6
95,枚盔,2019-07-08,22.1,17.3,27.6,,,,9.8,5,2.6,49,69
95,枚盔,2019-07-09,22.1,14.3,28.4,,,,8.7,5.1,2.4,40,66.4
95,枚盔,2019-07-10,20.3,18,23.7,.5,1.9,5.6,8.8,5.1,3.4,59,77.1
95,枚盔,2019-07-11,20,17.9,23.6,.7,1.7,3.7,7.9,4.3,2.4,72,93
95,枚盔,2019-07-12,21.5,17.7,27.8,.1,.1,.1,7.8,3.6,1.1,59,87.6
95,枚盔,2019-07-13,23.6,19.7,29.5,1.7,3.2,3.8,5.3,2.8,1,49,83.3
95,枚盔,2019-07-14,23.5,18.5,29.5,4.9,9.9,11.4,6.6,4.2,1.2,54,85.4
95,枚盔,2019-07-15,21.9,19.3,28.2,11.6,22.1,23.7,8.6,4.4,.7,62,93.8
95,枚盔,2019-07-16,22.8,19.1,28.4,0,0,0,5,3.4,.8,64,91.1
95,枚盔,2019-07-17,23.7,19.4,28.1,0,0,0,5.3,2.4,.7,64,88.9
95,枚盔,2019-07-18,25.8,19.2,31.5,,,,5.1,2.1,.7,48,77.4
95,枚盔,2019-07-19,27.5,19.9,34.1,,,,4.7,2.7,1,42,76.1
95,枚盔,2019-07-20,26.8,24.5,29.9,.1,.1,.1,9,5.9,2.6,66,80.6
95,枚盔,2019-07-21,23.9,22.6,25.6,5.3,15.2,29.1,6.5,3.8,1.6,86,99.9
95,枚盔,2019-07-22,26,23.7,30.7,0,0,0,6.6,3.9,2.1,66,91.1
95,枚盔,2019-07-23,26,21.4,30.5,0,0,0,4.7,2.3,.9,71,91.1
95,枚盔,2019-07-24,26.2,24.4,29,.2,.2,.2,5.1,2.7,1.2,84,96.3
95,枚盔,2019-07-25,25.9,24,29.3,4.3,5.5,8.5,5,2.9,1.1,87,98.8
95,枚盔,2019-07-26,23.7,22.5,25.3,9.5,39.8,105.4,6.3,4.3,.8,100,100
95,枚盔,2019-07-27,26.9,22.6,32.2,6.4,8.9,8.9,6.3,3.8,.8,63,91.1
95,枚盔,2019-07-28,24.9,24.2,26,5.6,14.6,62.9,8.2,4,1.2,100,100
95,枚盔,2019-07-29,26.8,24.9,29.8,.1,.1,.1,7.4,3.8,2.2,77,91.3
95,枚盔,2019-07-30,26.2,24.2,28.4,2.9,5.9,11.7,8.3,4,2.1,87,96.1
95,枚盔,2019-07-31,25.2,23.8,27.3,7.3,11.8,30,8.9,4.1,1.7,83,98.9
95,枚盔,2019-08-01,26.1,23.3,30,.3,.6,.8,5.6,2.8,1.3,70,94.5
95,枚盔,2019-08-02,27.3,23.2,32.2,,,,4.5,2.5,.9,66,89.1
95,枚盔,2019-08-03,27.1,21.6,34.5,11.3,18.7,19.2,13.4,6.3,1,57,87.1
95,枚盔,2019-08-04,27,21.1,33.3,,,,4,2.5,.8,59,86.4
95,枚盔,2019-08-05,28.3,22.4,34.4,,,,6.7,3,.9,50,82.6
95,枚盔,2019-08-06,28.6,22.8,35.1,,,,6.7,3.8,1.4,44,77.6
95,枚盔,2019-08-07,23.9,22.2,26,1.4,5.6,26.8,6.7,3.9,1.2,73,96.6
95,枚盔,2019-08-08,26.4,21.6,32.1,,,,5.3,3,1,63,88.8
95,枚盔,2019-08-09,26.6,22.6,32.3,,,,5,2.1,.7,64,90.6
95,枚盔,2019-08-10,28.2,22.3,34.7,,,,7.8,4,1.6,59,83.4
95,枚盔,2019-08-11,28.7,22.8,33.6,0,0,0,9.2,4.1,2,52,68.9
95,枚盔,2019-08-12,24.8,22.8,27.9,3.4,9.5,47.5,4.7,2.6,.7,68,100
95,枚盔,2019-08-13,27.5,23.8,33.8,,,,5.7,3.7,1,56,90.4
95,枚盔,2019-08-14,28,22.6,33.9,,,,7.5,3.6,1.2,57,82.8
95,枚盔,2019-08-15,23.3,21.2,26.1,3,9.6,40.1,7.7,4.3,2.4,85,96.5
95,枚盔,2019-08-16,24.5,21.1,28.6,6.1,7.3,7.4,7.2,3.3,1.5,72,93.9
95,枚盔,2019-08-17,24.4,21.7,28.5,.4,.7,.7,6.8,3.8,1.9,59,84.6
95,枚盔,2019-08-18,23.4,17.8,28.4,,,,5.5,2.5,1.1,52,80.5
95,枚盔,2019-08-19,23.6,17.9,30.3,,,,4.5,2,.7,50,82.8
95,枚盔,2019-08-20,24.9,18.9,31.2,,,,4.7,3,.9,51,81.8
95,枚盔,2019-08-21,23.2,20.2,27.8,.6,1.4,1.4,4.6,2.6,.6,75,94.3
95,枚盔,2019-08-22,23.9,19.5,29.6,,,,5.2,2.9,.9,47,82.4
95,枚盔,2019-08-23,22.7,18.5,28.3,,,,6.2,2.8,1,47,84.1
95,枚盔,2019-08-24,21.3,16.8,26.7,,,,4.9,2.6,.8,59,88.6
95,枚盔,2019-08-25,22.8,16.8,28.9,,,,6.5,2.4,.9,51,83.4
95,枚盔,2019-08-26,23.3,17.7,29.5,,,,4.4,2.6,.9,49,84.8
95,枚盔,2019-08-27,23.7,20.2,28.8,0,0,0,4.1,2.3,.7,59,90.3
95,枚盔,2019-08-28,24.2,19.7,29.4,,,,6.3,3.4,1.2,48,82.1
95,枚盔,2019-08-29,21.1,18.7,25.8,4.3,6.5,12.4,8.7,4.8,1.5,60,91.5
95,枚盔,2019-08-30,20.6,15.6,25.7,.4,.6,.6,6.6,3.1,1.3,58,85.5
95,枚盔,2019-08-31,20.7,16,27,,,,4.8,2.3,.8,51,85.4
95,枚盔,2019-09-01,19.9,14.5,26.2,,,,4.4,2.4,.7,50,86.5
95,枚盔,2019-09-02,21,14.7,28.2,,,,3.9,2.1,.7,44,81.5
95,枚盔,2019-09-03,22.7,17.7,27.9,0,0,0,5.2,2.3,.8,48,80.9
95,枚盔,2019-09-04,21,20.1,22.3,6.9,20.6,43,7.5,4.7,1.6,87,98
95,枚盔,2019-09-05,21.4,20,26.6,12.2,34.5,53.3,6.9,2.9,.7,88,98.8
95,枚盔,2019-09-06,23.3,19.6,27.7,.1,.1,.1,5.2,3.1,.9,88,98.6
95,枚盔,2019-09-07,24.8,21.5,30.3,1.3,2.2,8.9,23.4,9.4,4.2,63,89
95,枚盔,2019-09-08,23.6,21,27.2,.5,.7,.7,7.8,3.7,1.5,70,92.9
95,枚盔,2019-09-09,24.1,20.1,29.7,.2,.2,.2,4,2.1,.7,59,91.3
95,枚盔,2019-09-10,20.9,19.3,24.7,2.8,7.9,86.3,7.9,5,2.5,90,99.3
95,枚盔,2019-09-11,21.8,18.5,27.5,1.8,3.5,6.3,7.9,5.1,3.1,67,88
95,枚盔,2019-09-12,19.8,17.4,23.8,0,0,0,7.2,4.7,2.4,60,88.1
95,枚盔,2019-09-13,21,16.1,27.1,,,,6,2.4,.8,49,81.1
95,枚盔,2019-09-14,20.1,18.7,22.4,.2,.3,.3,6,2.6,.4,86,98.6
95,枚盔,2019-09-15,21.9,16.9,27.9,,,,7,3.9,1.8,59,83.4
95,枚盔,2019-09-16,20.8,14.7,28.5,,,,7.2,4.4,1.5,31,76
95,枚盔,2019-09-17,19,11.2,26.5,,,,4.7,2.5,.7,40,78.8
95,枚盔,2019-09-18,17.8,10.9,24.4,,,,5.9,3.2,1,33,75.9
95,枚盔,2019-09-19,15.7,8.7,23.5,,,,4.5,2.9,.8,41,79.3
95,枚盔,2019-09-20,16.6,11.6,22.5,,,,5.7,3.7,.9,51,84.6
95,枚盔,2019-09-21,16.6,13.3,20.6,,,,5.6,3.3,.6,70,93.9
95,枚盔,2019-09-22,17.8,15.4,19.4,0,0,0,17.7,8.3,3.6,63,73.1
95,枚盔,2019-09-23,17.7,11.5,23.6,,,,11.1,5.3,1.7,37,68.3
95,枚盔,2019-09-24,16.5,8.8,24.7,,,,4.6,2.4,.7,41,81.1
95,枚盔,2019-09-25,17.7,10.4,25.1,,,,3.8,1.6,.5,52,87
95,枚盔,2019-09-26,19.1,12.6,27.3,,,,4,2.4,.6,46,85
95,枚盔,2019-09-27,19.9,15,25.9,,,,2.7,1.4,.5,48,85.4
95,枚盔,2019-09-28,20.3,15.6,26.7,,,,4.1,2.3,.6,50,83.8
95,枚盔,2019-09-29,18,13.5,26.6,,,,4.8,2.5,.6,40,85.1
95,枚盔,2019-09-30,18.6,10.5,28,,,,3.1,1.6,.5,42,81.8
95,枚盔,2019-10-01,19.9,12.5,27.8,,,,5,3.2,.6,55,84.9
95,枚盔,2019-10-02,20,16.9,24.5,.6,2,7.8,6.8,3.8,1.1,75,96.1
95,枚盔,2019-10-03,20.4,15.6,25.2,.3,1.2,4.7,10.9,6.1,2.5,65,91.9
95,枚盔,2019-10-04,19.9,13.1,26.4,,,,5.7,2.5,.8,63,89.6
95,枚盔,2019-10-05,15.8,11.5,19.7,.3,.7,.9,9.1,5.2,2.7,76,90.8
95,枚盔,2019-10-06,15.6,9.3,21.8,,,,6.9,4.8,1.8,45,75.1
95,枚盔,2019-10-07,13,11.7,14,.5,1.8,16,3.9,2.3,.7,96,100
95,枚盔,2019-10-08,12.7,5.7,18.3,,,,7.8,4,1.4,25,75.5
95,枚盔,2019-10-09,10.2,2.5,18.6,,,,4.8,2.6,.8,35,77.8
95,枚盔,2019-10-10,12.1,6,18.2,,,,2.8,1.8,.5,50,88.1
95,枚盔,2019-10-11,16.4,8.3,24.8,,,,9.6,5.2,2.1,36,75.1
95,枚盔,2019-10-12,16.2,12.6,20.6,,,,12.5,5.9,3.1,45,62.3
95,枚盔,2019-10-13,13.7,7.2,21.3,,,,3.8,2.5,.8,44,80.8
95,枚盔,2019-10-14,11.5,6.9,18.4,,,,5.6,3.1,.9,43,80.6
95,枚盔,2019-10-15,11.8,6.5,19.1,,,,6.2,3.4,1.2,45,79.4
95,枚盔,2019-10-16,10.8,3.2,18.7,,,,4.5,2.6,.7,40,81.5
95,枚盔,2019-10-17,12.8,7,21.4,,,,3.9,2.2,.7,38,79.6
95,枚盔,2019-10-18,14.6,7.7,22,,,,8.3,4,1.2,49,78.3
95,枚盔,2019-10-19,13.4,7.5,20.9,,,,4.3,2.2,.6,45,82.3
95,枚盔,2019-10-20,12.7,7.5,21,,,,3.8,2,.5,44,85.9
95,枚盔,2019-10-21,13.6,5.8,23.4,,,,3.8,2.2,.6,38,83.4
95,枚盔,2019-10-22,14.8,7.7,23.5,,,,6,3.1,.5,35,80.4
95,枚盔,2019-10-23,14.1,8.8,20.3,,,,4.1,2,.5,51,83.8
95,枚盔,2019-10-24,15.5,10.1,22.4,,,,9.1,5.3,2.1,41,71.9
95,枚盔,2019-10-25,15.9,11.5,20.8,0,0,0,6.7,3.7,1.9,42,67.6
95,枚盔,2019-10-26,8.3,2.6,13.9,,,,6.5,3.7,1.3,47,76.4
95,枚盔,2019-10-27,6.8,-.8,15,,,,6,2.2,.6,44,82.5
95,枚盔,2019-10-28,10.7,3.8,16.2,.5,.8,1.4,8,4,1.3,49,81.1
95,枚盔,2019-10-29,10,2.7,16.2,0,0,0,7.8,4.2,1.2,40,78.3
95,枚盔,2019-10-30,7.4,-.9,15.6,,,,6.6,3.2,.9,40,79.6
95,枚盔,2019-10-31,12.9,4.5,18.9,,,,9.4,4.7,1.5,64,89
95,枚盔,2019-11-01,11.6,5.9,19.8,,,,3.9,1.8,.6,42,82.9
95,枚盔,2019-11-02,10.5,2.9,18,,,,4.4,2.4,.5,53,85.4
95,枚盔,2019-11-03,11.1,4.2,18.8,,,,10.9,6.7,2.1,51,80.1
95,枚盔,2019-11-04,8.9,2.3,20.8,,,,3.8,1.8,.4,34,80
95,枚盔,2019-11-05,8.1,1.2,16.4,,,,5.8,3,.8,48,84.4
95,枚盔,2019-11-06,7.7,-.2,16,,,,4.5,2.5,.6,42,79
95,枚盔,2019-11-07,5.5,-1.1,13.1,,,,5.4,2.7,.8,23,69.6
95,枚盔,2019-11-08,3,-4.4,12.6,,,,4.1,2.6,.6,19,60.6
95,枚盔,2019-11-09,4.7,-2.8,15.8,,,,2.8,1.6,.4,24,65.1
95,枚盔,2019-11-10,6.6,-.9,14.7,,,2.2,6.7,3.2,.7,31,79.6
95,枚盔,2019-11-11,8.9,3.4,14.7,,,1.2,7.7,3,.8,55,87.4
95,枚盔,2019-11-12,4.7,-.8,13.7,,,,3.9,2,.6,30,85.4
95,枚盔,2019-11-13,4.4,-.7,10.5,,,13.1,9.6,3.9,1.3,56,89.5
95,枚盔,2019-11-14,-1,-4.1,3.2,,,,10,3.8,1.6,20,45.3
95,枚盔,2019-11-15,4.6,-2.7,8.8,,,4.1,6.1,3.3,1.2,44,93.1
95,枚盔,2019-11-16,4.6,.5,13.5,,,,3.8,2.1,.7,35,86.4
95,枚盔,2019-11-17,5.9,.8,9.1,,,15.1,5.4,2.8,.8,64,93.8
95,枚盔,2019-11-18,3.6,-2,12.1,,,15.1,13.6,6.2,2.4,30,61.1
95,枚盔,2019-11-19,-1.3,-4.9,3.1,,,,10.1,3.9,1.6,31,52.3
95,枚盔,2019-11-20,-3.1,-8.3,4.3,,,,4.4,2.2,.7,26,71
95,枚盔,2019-11-21,-.1,-6.6,7.2,,,,1.9,1.1,.4,46,80.1
95,枚盔,2019-11-22,4.3,-2.6,15.5,,,,2.3,1.3,.5,21,74.4
95,枚盔,2019-11-23,6,-1.8,15.4,,,,2.7,1.8,.5,51,85.4
95,枚盔,2019-11-24,6.4,1.8,10.1,,,2.2,5.4,2.7,.7,88,97.3
95,枚盔,2019-11-25,2.1,-.5,6.9,,,,4.1,2.5,1.1,68,87.9
95,枚盔,2019-11-26,4.6,-2.2,12.1,,,,5.4,3,.6,44,83.6
95,枚盔,2019-11-27,.6,-3.4,5.8,,,,5,2.6,.9,46,81.6
95,枚盔,2019-11-28,1.6,-3.8,9,,,,5.4,3.5,1,55,84.3
95,枚盔,2019-11-29,-1.5,-6.8,6.2,,,,3.3,1.6,.5,43,85.6
95,枚盔,2019-11-30,1.6,-6.6,8.7,,,,4.6,2.4,.7,37,70.9
95,枚盔,2019-12-01,2.6,.4,5,,,0,3.8,2.4,.6,65,95.3
95,枚盔,2019-12-02,-1.1,-4.5,2.2,,,,10.8,4.6,1.9,25,53
95,枚盔,2019-12-03,-2.4,-9.2,3.7,,,0,7,2.9,1.2,36,70
95,枚盔,2019-12-04,-1.8,-8,5.2,,,,6.8,3.3,.8,30,69.4
95,枚盔,2019-12-05,-5.9,-12.2,-2.1,,,,8,3.8,1.6,18,41
95,枚盔,2019-12-06,-9.1,-15.6,-2.3,,,,4.9,2.2,.8,26,59.1
95,枚盔,2019-12-07,-3.8,-8.8,2.1,,,.6,5.7,3,.7,63,88.8
95,枚盔,2019-12-08,-5.1,-10.1,3,,,,3.9,2.1,.5,46,89.9
95,枚盔,2019-12-09,.4,-7.5,5.8,,,1.5,5.7,2.8,.6,71,92.6
95,枚盔,2019-12-10,4.1,1.4,9.1,,,4,4.2,2.2,.7,81,97.9
95,枚盔,2019-12-11,5.5,-1.3,9.5,,,.5,11.6,5.4,2.6,45,73
95,枚盔,2019-12-12,-3.1,-7.3,1.9,,,,8.2,3.5,1,30,65.1
95,枚盔,2019-12-13,-1.1,-8.2,4.3,,,1.9,6.4,3.2,1.1,62,85
95,枚盔,2019-12-14,.1,-3.5,3.4,,,2.8,5.4,3.3,1,62,91.8
95,枚盔,2019-12-15,.1,-6.5,9.5,,,,2.4,1.6,.4,50,89.4
95,枚盔,2019-12-16,3.4,-4.1,11.3,,,0,1.8,1.1,.3,64,91.4
95,枚盔,2019-12-17,6.4,3.2,9.8,,,5.8,5.5,3.1,1,92,98.6
95,枚盔,2019-12-18,.2,-2.7,3.3,,,,3.7,2.4,.8,86,95
95,枚盔,2019-12-19,-2.7,-6.5,2.2,,,,5.8,2.5,.7,35,77
95,枚盔,2019-12-20,-3.7,-8.1,1.3,,,,4.7,2.2,.7,30,71.5
95,枚盔,2019-12-21,-3.6,-10,.5,,,0,6.3,3.1,.8,65,94.1
95,枚盔,2019-12-22,1.4,-1.7,5.8,,,.4,3.6,2.1,.6,80,97.5
95,枚盔,2019-12-23,.8,-3.4,3.5,,,1.9,4.3,2.7,.5,89,99
95,枚盔,2019-12-24,-2.3,-4.8,3.7,,,,2,1.3,.5,52,93
95,枚盔,2019-12-25,-.6,-6.8,6.2,,,,3.6,2.1,.5,45,86.4
95,枚盔,2019-12-26,.6,-3.2,3.7,,,,8.5,4.4,1.1,59,82.3
95,枚盔,2019-12-27,-4,-8.3,1.1,,,,7,2.6,.9,33,71
95,枚盔,2019-12-28,-.1,-6.7,4.5,,,,3.9,2.1,.6,52,72.8
95,枚盔,2019-12-29,.8,-2.6,7,,,,2,1.3,.4,46,84.6
95,枚盔,2019-12-30,-.7,-7.2,3.9,,,.6,10.6,4.5,1.1,38,81.1
95,枚盔,2019-12-31,-9.2,-12.5,-5.1,,,,10.4,4.7,1.5,33,51.9
95,枚盔,2020-01-01,-4.1,-9,.7,,,0,4.8,2.6,.7,56,78.4
95,枚盔,2020-01-02,-1.4,-4.7,2.1,,,,5.6,2.3,.7,68,87.8
95,枚盔,2020-01-03,-3.7,-8.4,3.3,,,,5.3,2.7,.6,41,82
95,枚盔,2020-01-04,-3.8,-9.7,5.2,,,,6.9,2.8,.6,36,79.3
95,枚盔,2020-01-05,-3.5,-10.4,5.3,,,,2.6,1.5,.5,30,78.3
95,枚盔,2020-01-06,-1.3,-6.4,1.7,,,2.1,2,1.5,.5,69,94.1
95,枚盔,2020-01-07,4.1,.9,6.5,,,52.3,9.5,6,3,100,100
95,枚盔,2020-01-08,3.3,-.7,6.2,,,25.2,9.3,5.8,2.1,90,98.6
95,枚盔,2020-01-09,-2.5,-5.6,.1,,,,4.7,2.5,1.1,67,90
95,枚盔,2020-01-10,-3.1,-7.1,2.7,,,,3.9,2.5,.7,56,89.6
95,枚盔,2020-01-11,-2.3,-6.7,2.4,,,,4.8,2.3,.7,54,84
95,枚盔,2020-01-12,-2.8,-5.6,1,,,,3.5,1.7,.6,58,86.8
95,枚盔,2020-01-13,-5.4,-8.7,-.3,,,,6.1,3.4,1,33,73.3
95,枚盔,2020-01-14,-5.8,-11.4,1.7,,,,3.3,1.6,.7,31,71.5
95,枚盔,2020-01-15,-5.9,-11.7,.9,,,,4.3,2.5,.7,30,71.3
95,枚盔,2020-01-16,-5.5,-11.1,2.3,,,,2.5,1.4,.5,36,74.4
95,枚盔,2020-01-17,-3.9,-10.4,4.8,,,,2.7,1.3,.5,37,77.9
95,枚盔,2020-01-18,-2.3,-8.6,5.2,,,,3.8,2.3,.7,33,75.6
95,枚盔,2020-01-19,-.4,-5.2,3.4,,,.1,6.7,3.3,1.3,50,77
95,枚盔,2020-01-20,-1.4,-6.5,4.1,,,,10.9,4.2,1.7,32,66
95,枚盔,2020-01-21,-4.1,-11.3,4,,,,4.3,2,.6,21,68.3
95,枚盔,2020-01-22,-.2,-4.1,7.2,,,,3,1.7,.5,15,63.1
95,枚盔,2020-01-23,.9,-5.3,9.4,,,,4.4,1.8,.6,38,76.4
95,枚盔,2020-01-24,-1.2,-7,7.1,,,,2.4,1.4,.5,53,89.9
95,枚盔,2020-01-25,0,-5.2,8.2,,,,2.7,1.8,.5,57,89
95,枚盔,2020-01-26,2.9,-5.4,11,,,,8.2,4.7,1.8,39,74
95,枚盔,2020-01-27,4.9,2.9,6.5,,,0,10.7,5.3,3.7,49,58.6
95,枚盔,2020-01-28,4.8,-2.4,10,,,,9.2,5.1,3,46,69.6
95,枚盔,2020-01-29,2.3,-3.3,9.1,,,,6.1,3.5,1.3,45,76.1
95,枚盔,2020-01-30,2.2,-3.6,9,,,,6.8,3.7,1.1,46,79.8
95,枚盔,2020-01-31,2.2,-1.8,7.8,,,,5.7,3.2,.9,42,77.6
95,枚盔,2020-02-01,-1.1,-5.7,5.3,,,,5.1,3,.7,55,88.9
95,枚盔,2020-02-02,-1.5,-7,4.5,,,,6.4,3.5,.9,21,74.8
95,枚盔,2020-02-03,-1.8,-7.2,2.2,,,,7.9,4.2,1.6,23,48.9
95,枚盔,2020-02-04,-4.4,-10.7,2.7,,,1,8.4,4,1.5,42,72
95,枚盔,2020-02-05,-11.7,-17.2,-6.2,,,,5.3,2.9,1,37,68.5
95,枚盔,2020-02-06,-10.1,-17.7,-1.6,,,,3.5,1.9,.7,37,69.9
95,枚盔,2020-02-07,-4,-12.4,1.2,,,,5.4,3.3,1.1,25,69.5
95,枚盔,2020-02-08,-2,-6.7,3.2,,,,6.5,3.5,1.2,34,62.9
95,枚盔,2020-02-09,-3.1,-11.1,2.7,,,,7.4,3.4,1.5,29,71.3
95,枚盔,2020-02-10,.7,-6.2,8.3,,,,8,2.8,.8,34,74.8
95,枚盔,2020-02-11,2.2,-6.7,12.7,,,,4.7,2.8,.6,23,67.1
95,枚盔,2020-02-12,5.3,-.2,10.8,,,3.6,3.3,1.5,.4,53,76.6
95,枚盔,2020-02-13,5.6,3.2,9.6,,,,4.4,2.5,.8,82,97.6
95,枚盔,2020-02-14,7,2.1,14.9,,,,5,2.2,.7,46,85.1
95,枚盔,2020-02-15,6.9,.4,15.8,,,1.8,8,5.1,1.5,40,84.3
95,枚盔,2020-02-16,-1.8,-5.7,4.1,,,14.1,6.5,3.2,1.6,76,95.3
95,枚盔,2020-02-17,-7,-8.1,-5.4,,,.6,7.8,3.9,1.9,63,79.8
95,枚盔,2020-02-18,-6.4,-12.9,-.7,,,,5.2,2.6,.9,45,77.4
95,枚盔,2020-02-19,-2.1,-9.4,5.4,,,,4.6,2.2,.6,46,82.8
95,枚盔,2020-02-20,1,-4.8,9.4,,,,4.5,2,.6,46,86.5
95,枚盔,2020-02-21,3.8,-2.5,9.2,,,5.3,7.1,3.4,1,49,86
95,枚盔,2020-02-22,3,-.8,6.3,,,4.7,12,5.9,2.8,41,71.4
95,枚盔,2020-02-23,.6,-5.8,6.7,,,,8.1,4,1.3,33,65.9
95,枚盔,2020-02-24,4.4,-1.4,9.8,,,,5.5,2.7,.8,63,83.9
95,枚盔,2020-02-25,4.4,2.7,8.8,,,11.9,12.2,6.6,3.4,75,92.1
95,枚盔,2020-02-26,3.1,-1,8.7,,,.6,6.2,3.8,1.3,58,91.9
95,枚盔,2020-02-27,3.2,-2.6,10.3,,,,5,2.2,.7,30,75.1
95,枚盔,2020-02-28,1.7,-1.5,4.8,,,2.9,4.9,2.5,.6,78,97.4
95,枚盔,2020-02-29,4.5,0,10.9,,,.3,4.6,2,.7,42,85.6
95,枚盔,2020-03-01,3.9,-2.3,10.2,,,3.8,5.2,3.3,.9,58,88.8
95,枚盔,2020-03-02,1.7,-2.2,6.1,,,,5.8,2.7,1.2,52,79.6
95,枚盔,2020-03-03,3.5,-4,10.5,,,,8.6,4.3,1.3,42,74
95,枚盔,2020-03-04,1.3,-1.5,4.1,,,0,10.2,5.1,2.5,43,69.5
95,枚盔,2020-03-05,-.2,-6.4,6.6,,,,6.9,3.1,1.1,26,64.9
95,枚盔,2020-03-06,.9,-6.8,8.9,,,,4.4,2.2,.7,23,63.8
95,枚盔,2020-03-07,3.3,-4.1,13.2,,,,5.2,3.2,.7,20,67.8
95,枚盔,2020-03-08,5.8,-3.9,16.1,,,,6.1,2.9,.9,23,65.3
95,枚盔,2020-03-09,7.8,-2.6,15.5,,,,5.8,3.5,.9,27,64.1
95,枚盔,2020-03-10,6.1,2.6,9.8,,,9.3,9.5,3.9,1.9,61,91.3
95,枚盔,2020-03-11,2.6,-2.1,7.9,,,,8.9,4.3,1.9,27,52.5
95,枚盔,2020-03-12,4.7,-3.9,11.7,,,0,8.9,4.1,1.8,27,64.5
95,枚盔,2020-03-13,3.3,-3.5,7.6,,,.3,9.2,5,1.6,21,54.6
95,枚盔,2020-03-14,1.8,-7.2,8.3,,,0,11.2,5,1.8,27,65.5
95,枚盔,2020-03-15,1.5,-3.8,7.4,,,0,13.9,6.1,2,22,70
95,枚盔,2020-03-16,1.1,-7.9,8.5,,,,9,3.8,1.5,21,64.3
95,枚盔,2020-03-17,3.7,-.8,8.8,,,.4,7.9,3.2,1.3,74,93.8
95,枚盔,2020-03-18,5.5,-4,16.2,,,,8.2,3.8,1,22,65.1
95,枚盔,2020-03-19,8.6,2.6,11.9,,,0,19.7,7.5,3.9,26,50
95,枚盔,2020-03-20,7.5,-1.2,14.2,,,,11.8,5.4,2.1,19,40.3
95,枚盔,2020-03-21,11.7,5.5,18,,,2.3,6.6,2.9,1.4,36,64.1
95,枚盔,2020-03-22,8.4,1.7,16.1,,,,9.1,4.8,1.7,16,57.1
95,枚盔,2020-03-23,7.4,-2,16.1,,,,9.9,5.2,1.3,19,50.9
95,枚盔,2020-03-24,8.7,-2.5,17.5,,,,5.3,2.6,1,14,47.4
95,枚盔,2020-03-25,9.3,-.6,19.4,,,,6,3,1,22,54.1
95,枚盔,2020-03-26,12.5,.9,19.9,,,0,5.4,2.9,.8,29,57.4
95,枚盔,2020-03-27,10.3,2.9,15.6,,,.8,8.1,5,1.3,44,83.1
95,枚盔,2020-03-28,4.3,-2.8,12.6,,,,6,3.4,1.1,13,40.1
95,枚盔,2020-03-29,6.2,-4.8,15.3,,,,6.8,3.1,1,19,41.5
